centro_codigo,centro_nombre,centro_tipo_codigo,centro_tipo_desc_abreviada,centro_tipo_descripcion,centro_titularidad,centro_titular,nif_titular,nif_centro,dat_codigo,dat_nombre,direccion_via_tipo,direccion_via_nombre,direccion_numero,direccion_codigo_postal,municipio_codigo,municipio_nombre,distrito_codigo,distrito_nombre,contacto_telefono1,contacto_telefono2,contacto_telefono3,contacto_telefono4,contacto_fax,contacto_web,contacto_email1,contacto_email2,direccion_coor_x,direccion_coor_y,situación,fecha_constitución,lon,lat
28007954,MARIA REINA,72,CPR INF-PRI-SEC,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,FUNDACION EDUCATIVA JESUITINAS,****2437*,,5,Madrid-Capital,AVDA,de Orcasur,42,28041.0,79,Madrid,12.0,Usera,913170237,,,,913177644,http://www.educa.madrid.org/cc.mariareina-usera.madrid,cc.mariareina-usera.madrid@educa.madrid.org,direccion@jesuitinasmariareina.es,440375.0,4468488.0,ALTA,1963-08-14,-3.702263466806114,40.364832503579244
28007978,MATER CLEMENTISSIMA,73,CPR PRI-SEC,CENTRO PRIVADO DE EDUCACIÓN PRIMARIA Y SECUNDARIA,PRIVADO CONCERTADO,"COLEGIO MATER CLEMENTISIMA, S.L.",****4752*,,5,Madrid-Capital,CALLE,de Antonio Folgueras,12-20,28018.0,79,Madrid,13.0,Puente de Vallecas,914775628,,,,914771327,http://www.materclem.es,cc.materclementissima.madrid@educa.madrid.org,materclem@materclem.es,443860.0,4471371.0,ALTA,1968-04-03,-3.6614737520778826,40.39104627699597
28007991,MATER IMMACULATA,72,CPR INF-PRI-SEC,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,RELIGIOSAS MARIA INMACULADA MISIONERAS CLARETIANAS,****0776*,,5,Madrid-Capital,CALLE,de la Madre Antonia París,1,28027.0,79,Madrid,15.0,Ciudad Lineal,914036200,,,,,http://www.educa.madrid.org/cc.materinmaculata.madrid,cc.materinmaculata.madrid@educa.madrid.org,colegiomater@planalfa.es,444713.0,4477300.0,ALTA,1968-08-07,-3.6519391986773164,40.44451512129202
28008016,LA MERCED,15,CPR INF-PRI,CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA,PRIVADO CONCERTADO,MADRES MERCEDARIAS,****0003*,****0003*,5,Madrid-Capital,CALLE,de Luis de Góngora,5,28004.0,79,Madrid,1.0,Centro,915232299,915232299,,,,,cc.lamerced.madrid@educa.madrid.org,colegiolamerced@planalfa.es,440895.0,4474962.0,ALTA,1969-12-04,-3.696740213081138,40.42319069249875
28008053,MIRASIERRA,72,CPR INF-PRI-SEC,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,"COLEGIOS MIRASIERRA, S.A.",****2189*,,5,Madrid-Capital,CALLE,de Ascao,33,28017.0,79,Madrid,15.0,Ciudad Lineal,913673087,,,,913675566,http://www.educa.madrid.org/cc.mirasierra.madrid,cc.mirasierra.madrid@educa.madrid.org,colegiomirasierra@colegiomirasierra.com,445685.0,4475744.0,ALTA,1962-05-30,-3.640345144948896,40.43056187658011
28008107,BLANCA DE CASTILLA,72,CPR INF-PRI-SEC,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,FUNDACION EDUCACION Y EVANGELIO,****4328*,****0797*,5,Madrid-Capital,PASEO,de Eduardo Dato,2,28010.0,79,Madrid,7.0,Chamberí,914460398,,,,,http://www.colegioblancadecastilla.es,cc.blancadecastilla.madrid@educa.madrid.org,direccion.general@colegioblancadecastilla.es,440948.0,4475999.0,ALTA,1956-09-28,-3.696211808377697,40.43253623748169
28008211,NUESTRA SEÑORA DEL BUEN CONSEJO,72,CPR INF-PRI-SEC,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,ORDEN DE SAN AGUSTIN (AGUSTINOS),****0688*,,5,Madrid-Capital,CALLE,de Juan Montalvo,30,28040.0,79,Madrid,9.0,Moncloa-Aravaca,914561870,,,,915358498,http://www.buenconsejo-madrid.com,cc.nsdelbuenconsejo.madrid@educa.madrid.org,buenconsejo@cbcmadrid.es,439540.0,4477629.0,ALTA,1968-06-05,-3.7129657651955372,40.447118803491655
28008223,NUESTRA SEÑORA DEL BUEN CONSEJO,72,CPR INF-PRI-SEC,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,FRANCISCANAS DE NTRA.SRA.DEL BUEN CONSEJO,****0469*,,5,Madrid-Capital,CALLE,de Ábalos,5,28043.0,79,Madrid,15.0,Ciudad Lineal,914132551,914132551,914132551,914132551,914132551,https://www.colegiobuenconsejo.es,cc.nsbuenconsejo.madrid@educa.madrid.org,direccion@colegiobuenconsejo.es,444349.0,4477935.0,ALTA,1969-07-17,-3.6562868281737044,40.45021124157502
28008259,NUESTRA SEÑORA DE LOS DOLORES,8,EIPR,ESCUELA INFANTIL PRIVADA,PRIVADO CONCERTADO,PARROQUIA NUESTRA SEÑORA DE LOS DOLORES,****0454*,,5,Madrid-Capital,CALLE,de San Bernardo,99,28015.0,79,Madrid,7.0,Chamberí,914483426,,,,,,cc.nsdelosdolores.madrid@educa.madrid.org,eidolores@eidolores.com,440120.0,4475822.0,ALTA,1971-06-28,-3.705956397364312,40.43088254598003
28008296,NUESTRA SEÑORA DE FATIMA,15,CPR INF-PRI,CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA,PRIVADO CONCERTADO,PARROQUIA DE NUESTRA SEÑORA DEL ROSARIO DE FATIMA,****0240*,,5,Madrid-Capital,CALLE,de Alcalá,292,28027.0,79,Madrid,15.0,Ciudad Lineal,913260455,618929684,,,,http://www.educa.madrid.org/cc.nsfatima.madrid,cc.nsfatima.madrid@educa.madrid.org,correo@colegiodefatima.es,444793.0,4475973.0,ALTA,1971-06-21,-3.6508806051906464,40.43256611069109
28008351,NUESTRA SEÑORA DE LAS MARAVILLAS,72,CPR INF-PRI-SEC,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO,HNOS. DE LAS ESCUELAS CRISTIANAS,****0119*,,5,Madrid-Capital,CALLE,del Guadalquivir,9,28002.0,79,Madrid,5.0,Chamartín,917823500,,,,915617261,http://www.lasallemaravillas.com,maravillas@lasallemaravillas.com,secretaria.colegio@lasallemaravillas.com,441719.0,4477558.0,ALTA,1969-02-27,-3.6872654957591355,40.44663481858112
28008387,OBRA SO.N.S.MONTSERRAT-S.SIMON Y S.JUDAS,72,CPR INF-PRI-SEC,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,ASOCIACION CULTURAL SURCO,****3687*,,5,Madrid-Capital,CALLE,de Trévelez,3,28041.0,79,Madrid,12.0,Usera,913175643,,,,913172496,http://www.colegiomontserrat.eu,cc.obrasonsmontserrat.madrid@educa.madrid.org,secretaria@colegiomontserrat.eu,440318.0,4468528.0,ALTA,1963-08-14,-3.7029385085018482,40.365188767426616
28008405,NUESTRA SEÑORA DE LAS NIEVES,72,CPR INF-PRI-SEC,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,"NUSNI, S.A.",****3912*,,5,Madrid-Capital,CALLE,de Alcalá,589,28022.0,79,Madrid,20.0,San Blas-Canillejas,917410009,,,,917410009,http://colegionuestrasradelasnieves.es/,cc.nsdelasnieves.madrid@educa.madrid.org,correocam@colegionsnieves.es,447938.0,4477441.0,ALTA,1964-04-24,-3.6139239887739034,40.445993534615745
28008430,NUESTRA SEÑORA DE LA PAZ,15,CPR INF-PRI,CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA,PRIVADO CONCERTADO,ARZOBISPADO DE MADRID,****0137*,,5,Madrid-Capital,CALLE,de Valderribas,37,28007.0,79,Madrid,3.0,Retiro,915528595,,,,,https://colegionsdelapaz.es/,cc.nsdelapaz.madrid@educa.madrid.org,direccion@colegionsdelapaz.es,442627.0,4472913.0,ALTA,1982-12-30,-3.6761396708863727,40.404853452783705
28008508,NUESTRA SEÑORA DEL PILAR,72,CPR INF-PRI-SEC,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,HIJAS DE MARIA AUXILIADORA,****0788*,,5,Madrid-Capital,CALLE,de San Benito,6,28029.0,79,Madrid,6.0,Tetuán,913151215,,,,913154061,http://plazacastilla.salesianas.org/,cc.nsdelpilar.madrid@educa.madrid.org,titularplaza@salesianas.org,441476.0,4479978.0,ALTA,1952-02-12,-3.6903539320860306,40.46841815643214
28008511,NUESTRA SEÑORA DEL PILAR,72,CPR INF-PRI-SEC,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,FUNDACION EDUCATIVA MARIANISTA DOMINGO LAZARO,****0300*,,5,Madrid-Capital,CALLE,de Castelló,56,28001.0,79,Madrid,4.0,Salamanca,915750404,,,,915763890,http://www.nspilar.com,cc.nspilar.madrid@educa.madrid.org,secretaria@nspilar.com,442231.0,4475516.0,ALTA,1939-10-07,-3.681042612383224,40.42827523434394
28008600,LICEO OROQUIETA,15,CPR INF-PRI,CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA,PRIVADO CONCERTADO,"LICEO OROQUIETA, SDAD. COOP. MADRILEÑA",****5753*,,5,Madrid-Capital,CALLE,del Sáhara,79,28041.0,79,Madrid,17.0,Villaverde,917961495,,,,,http://www.educa.madrid.org/cc.liceooroquieta.madrid,cc.liceooroquieta.madrid@educa.madrid.org,liceooroquieta@yahoo.es,441251.0,4467384.0,ALTA,1976-06-08,-3.691844978462602,40.354949215188036
28008636,EL OSITO DE LUIS DE LARRAINZA,8,EIPR,ESCUELA INFANTIL PRIVADA,PRIVADO,"EL OSITO GESTIÓN DE SERVICIOS EDUCATIVOS, S.L.",****3147*,,5,Madrid-Capital,CALLE,de Luis Larrainza,46,28002.0,79,Madrid,5.0,Chamartín,912194455,914134642,914159758,,,www.escuelainfantilelosito.com,info@escuelainfantilelosito.com,,443275.0,4478001.0,ALTA,1972-03-23,-3.668957490089304,40.45073320442682
28008703,EL PORVENIR,72,CPR INF-PRI-SEC,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,FUNDACION FEDERICO FLIEDNER,****1542*,,5,Madrid-Capital,CALLE,de Bravo Murillo,85,28003.0,79,Madrid,7.0,Chamberí,915331337,910609996,,,,https://www.elporvenir.es/es/inicio,cc.elporvenir.madrid@educa.madrid.org,direccion@elporvenir.es,440266.0,4477385.0,ALTA,1973-03-12,-3.704382185900073,40.44497323033732
28008715,EL PRADO,73,CPR PRI-SEC,CENTRO PRIVADO DE EDUCACIÓN PRIMARIA Y SECUNDARIA,PRIVADO,"FOMENTO DE CENTROS DE ENSEÑANZA, S.A.",****2659*,,5,Madrid-Capital,CALLE,de la Costa Brava,4,28034.0,79,Madrid,8.0,Fuencarral-El Pardo,917355710,,,,917341679,http://www.colegioelprado.com,eprd_secretaria@fomento.edu,elprado@fomento.edu,440445.0,4483129.0,ALTA,1975-08-12,-3.7028108263361768,40.49673025773512
28008806,RAMON Y CAJAL,73,CPR PRI-SEC,CENTRO PRIVADO DE EDUCACIÓN PRIMARIA Y SECUNDARIA,PRIVADO,"COLEGIOS RAMON Y CAJAL, S.L.",****0134*,,5,Madrid-Capital,CALLE,de Arturo Soria,206,28043.0,79,Madrid,15.0,Ciudad Lineal,914135631,914138362,,,915191424,www.colegiosramonycajal.es,crc@colegiosramonycajal.es,direccion.tecnica@colegiosramonycajal.es,443957.0,4479078.0,ALTA,1979-03-29,-3.6610102554438217,40.46048161048335
28008818,REINA DE LOS ANGELES,4,CPR INF,CENTRO PRIVADO DE EDUCACIÓN INFANTIL,PRIVADO,"ESCUELA IINFANTIL REINA DE LOS ANGELES, S.L. UNIPERSONAL",****4555*,,5,Madrid-Capital,CALLE,del Darro,30,28002.0,79,Madrid,5.0,Chamartín,915638760,609030368,,,,,info@reinadelosangeles.es,,441857.0,4478028.0,ALTA,1963-03-14,-3.6856813031235323,40.45087845567442
28008892,SAGRADO CORAZON,72,CPR INF-PRI-SEC,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,FUNDACION EDUCATIVA SOFIA BARAT,****2574*,,5,Madrid-Capital,CALLE,de Santa Magdalena Sofía,12,28036.0,79,Madrid,5.0,Chamartín,913023540,913023541,,,913839329,http://www.chamartin.redsagradocorazon.es,cc.scorazonchamartin.madrid@educa.madrid.org,secretaria.chamartin@fesofiabarat.es,442675.0,4480039.0,ALTA,1960-10-13,-3.6762168854909176,40.469051276178135
28008909,SAGRADO CORAZON,72,CPR INF-PRI-SEC,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,INSTITUCION DE HERMANOS DEL SAGRADO CORAZON,****0954*,,5,Madrid-Capital,AVDA,de Alfonso XIII,127,28016.0,79,Madrid,5.0,Chamartín,913531380,913431349,,,913592142,http://www.educa.madrid.org/cc.sagradocorazon-chamartin.madrid,cc.sagradocorazon-chamartin.madrid@educa.madrid.org,secretaria.m@corazonistas.com,443112.0,4479031.0,ALTA,1963-12-10,-3.670971918922579,40.460000791985415
28008910,SAGRADO CORAZON,72,CPR INF-PRI-SEC,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,PATRONATO PADRE PULGAR,****0427*,,5,Madrid-Capital,CALLE,de San Jaime,21,28031.0,79,Madrid,18.0,Villa de Vallecas,913030140,,,,,http://www.sagrado-corazon.net,cc.sgdocorazon.madrid@educa.madrid.org,administracion@sagrado-corazon.net,446790.0,4470130.0,ALTA,1975-10-13,-3.626849170148946,40.38005885096768
28008922,SANTA MARIA MICAELA,72,CPR INF-PRI-SEC,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,HIJAS DE LA CARIDAD DE SAN VICENTE DE PAUL,****0852*,,5,Madrid-Capital,CALLE,Vía Carpetana,105,28047.0,79,Madrid,11.0,Carabanchel,914661300,,,,914662099,http://www.educa.madrid.org/cc.smmicaela.madrid,cc.smmicaela.madrid@educa.madrid.org,santamariamicaela@telefonica.net,437303.0,4471793.0,ALTA,1975-10-13,-3.738767869856781,40.39438011267863
28008934,LA SALLE-SAGRADO CORAZON,72,CPR INF-PRI-SEC,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,FUNDACION VILLENA LA SALLE,****0823*,,5,Madrid-Capital,AVDA,del Cardenal Herrera Oria,242,28035.0,79,Madrid,8.0,Fuencarral-El Pardo,917385300,917391300,,,917307493,http://www.lasallesagradocorazon.es,cc.lasallesg.madrid@educa.madrid.org,sallesc@lasallesagradocorazon.es,439193.0,4481581.0,ALTA,1963-06-11,-3.717436114159359,40.48269457145876
28008946,SAGRADOS CORAZONES,72,CPR INF-PRI-SEC,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,CONGREGACION DE LOS SAGRADOS CORAZONES,****0897*,****0897*,5,Madrid-Capital,CALLE,de Martín de los Heros,91,28008.0,79,Madrid,9.0,Moncloa-Aravaca,630373064,915496750,,,915499764,http://www.educa.madrid.org/cc.sagradoscorazones.madrid,cc.sagradoscorazones.madrid@educa.madrid.org,colegio@colegiosscc.es,438913.0,4475938.0,ALTA,1966-02-04,-3.720196439253369,40.43183975775214
28008958,ENRIQUETA AYMER,72,CPR INF-PRI-SEC,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,CONGREGACION SAGRADOS CORAZONES,****0957*,,5,Madrid-Capital,CALLE,de Mirabel,38,28044.0,79,Madrid,10.0,Latina,917052100,,,,915090212,http://www.educa.madrid.org/cc.enriquetaaymer.madrid,cc.enriquetaaymer.madrid@educa.madrid.org,eaymerscm@planalfa.es,433771.0,4470165.0,ALTA,1967-06-12,-3.780213126234781,40.379441132828454
28008995,SAN ANTONIO,15,CPR INF-PRI,CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA,PRIVADO CONCERTADO,PADRES CAPUCHINOS,****0191*,,5,Madrid-Capital,CALLE,de Bravo Murillo,150,28020.0,79,Madrid,6.0,Tetuán,915339106,,,,914560029,http://www.educa.madrid.org/cc.sanantonio.madrid,cc.sanantonio.madrid@educa.madrid.org,secretaria@sanantoniocap.com,440373.0,4478025.0,ALTA,1949-10-03,-3.703180621541909,40.45074630230693
28009033,SAN BUENAVENTURA,72,CPR INF-PRI-SEC,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,PADRES FRANCISCANOS MENORES CONVENTUALES,****0955*,****0955*,5,Madrid-Capital,CALLE,de El Greco,16,28011.0,79,Madrid,10.0,Latina,915267161,,,,,http://www.sanbuenaventura.org,cc.sanbuenaventura.madrid@educa.madrid.org,direccion@sanbuenaventura.org,436603.0,4473264.0,ALTA,1968-11-18,-3.7471619044390896,40.40757849463803
28009069,ARTURO SORIA,72,CPR INF-PRI-SEC,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO,ARTURO SORIA SDAD.COOP.DE ENSEÑANZA,****3196*,,5,Madrid-Capital,CALLE,del Duque de Tamámes,4,28043.0,79,Madrid,15.0,Ciudad Lineal,914157295,,,,915192532,http://www.colegioarturosoria.org,ceas@colegioarturosoria.org,direccion@colegioarturosoria.org,444566.0,4477979.0,ALTA,1967-05-08,-3.6537317676583254,40.450622115749105
28009082,SAN EULOGIO,72,CPR INF-PRI-SEC,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,ARZOBISPADO DE MADRID,****0137*,,5,Madrid-Capital,CALLE,de La Revoltosa,17,28031.0,79,Madrid,18.0,Villa de Vallecas,913322848,,,,917958608,http://www.colegiosaneulogio.com,cc.saneulogio.madrid@educa.madrid.org,colegiosaneulogio@yahoo.es,447241.0,4469540.0,ALTA,1967-08-01,-3.6214875475984343,40.3747724049587
28009185,SAN JAIME APOSTOL,72,CPR INF-PRI-SEC,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,PARROQUIA DE SAN JAIME APOSTOL,****0769*,,5,Madrid-Capital,CALLE,de Juan José Martínez Seco,54,28021.0,79,Madrid,17.0,Villaverde,917980889,630453898,,,917230249,,cc.sanjaimeapostol.madrid@educa.madrid.org,colegiosanjaimeapostol@gmail.com,441563.0,4466994.0,ALTA,1970-03-21,-3.688135314043942,40.35145777993879
28009203,SAN JAVIER,72,CPR INF-PRI-SEC,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,"COLEGIO SAN JAVIER-DIEGO PEREZ LLERENA, S.L.",****4093*,,5,Madrid-Capital,PASEO,de Santa María de la Cabeza,85,28045.0,79,Madrid,2.0,Arganzuela,914734216,,,,,http://www.colegiosanjavier.es,cc.sanjavier.madrid@educa.madrid.org,info@colegiosanjavier.es,440415.0,4472104.0,ALTA,1970-07-04,-3.7021305022089086,40.39741020877151
28009215,SAN JOSE,72,CPR INF-PRI-SEC,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,FUNDACION EDUCATIVA FRANCISCANAS ANA MOGAS,****2442*,,5,Madrid-Capital,CALLE,de Francisco Laguna,21,28053.0,79,Madrid,13.0,Puente de Vallecas,914771158,,,,,http://www.sanjose.anamogas.org,cc.sanjosevallecas.madrid@educa.madrid.org,direccion_sjm@edu.anamogas.org,443125.0,4471341.0,ALTA,1945-02-28,-3.670130707666574,40.39072615858345
28009264,SAN JOSE,72,CPR INF-PRI-SEC,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,TERCIARIAS FRANCISCANAS PURISIMA CONCEPCION,****0648*,,5,Madrid-Capital,CALLE,de Moreno Nieto,1,28005.0,79,Madrid,2.0,Arganzuela,913667203,,,,,http://www.csanjosemorenonieto.com/,cc.san-jose.madrid@educa.madrid.org,csjmorenonieto1900@gmail.com,439063.0,4473736.0,ALTA,1964-10-09,-3.7182171131282904,40.412014187472714
28009276,INSTITUTO SAN JOSE,21,CPR EE,CENTRO PRIVADO DE EDUCACIÓN ESPECIAL,PRIVADO CONCERTADO,FUNDACION INSTITUTO SAN JOSE,****8986*,,5,Madrid-Capital,CALLE,del Pinar de San José,98,28054.0,79,Madrid,11.0,Carabanchel,915080140,617302306,,,915083760,http://fundacioninstitutosanjose.com/,cc.institutosanjose.madrid@educa.madrid.org,colegiofisj@ohsjd.es,434162.0,4468295.0,ALTA,1977-12-14,-3.7754142280507335,40.36262641462389
28009288,SAN JOSE DE CLUNY,4,CPR INF,CENTRO PRIVADO DE EDUCACIÓN INFANTIL,PRIVADO CONCERTADO,FUNDACIÓN EDUCATIVA SAN JOSE DE CLUNY,****2494*,,5,Madrid-Capital,CALLE,de San Restituto,24,28039.0,79,Madrid,9.0,Moncloa-Aravaca,914597103,914597103,,,,,cc.sanjosedecluny.madrid@educa.madrid.org,direccion@clunyvillaamil.es,439679.0,4479652.0,ALTA,1977-02-22,-3.7115189715208095,40.465352882896205
28009291,SALESIANOS ESTRECHO SAN JUAN BAUTISTA,72,CPR INF-PRI-SEC,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,CONGREGACION DE RELIGIOSOS PADRES SALESIANOS,****0813*,,5,Madrid-Capital,CALLE,de Francos Rodríguez,5,28039.0,79,Madrid,6.0,Tetuán,914500000,,,,914501951,http://www.salesianosestrecho.es,cc.sanjuanbautista.madrid@educa.madrid.org,director@salesianosestrecho.es,440326.0,4478482.0,ALTA,1965-02-25,-3.7037778030149813,40.45485977506882
28009422,SAN RAFAEL ARCÁNGEL,15,CPR INF-PRI,CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA,PRIVADO CONCERTADO,COLEGIO PARENTES SAN RAFAEL S.L,****6385*,,5,Madrid-Capital,CALLE,de Otero y Delage,105,28035.0,79,Madrid,8.0,Fuencarral-El Pardo,913161723,,,,,https://sanrafaelmadrid.es/,cc.sanrafael.madrid@educa.madrid.org,secretaria@sanrafaelmadrid.es,438044.0,4480857.0,ALTA,1958-05-04,-3.7309209021747796,40.476087606118554
28009434,SAN ROQUE,8,EIPR,ESCUELA INFANTIL PRIVADA,PRIVADO CONCERTADO,ARZOBISPADO DE MADRID,****0137*,,5,Madrid-Capital,CALLE,del Abolengo,10,28025.0,79,Madrid,11.0,Carabanchel,914617109,687813248,,,,www.escuelasanroque.es,cc.sanroque.madrid@educa.madrid.org,direccion@escuelasanroque.es,437510.0,4471213.0,ALTA,1956-12-29,-3.736272041526388,40.389170770856815
28009446,SAN VIATOR,72,CPR INF-PRI-SEC,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,CONGREGACION DE RELIGIOSOS DE SAN VIATOR,****0823*,,5,Madrid-Capital,PLAZA,de Fernández Ladreda,2,28026.0,79,Madrid,12.0,Usera,915697003,,,,,http://www.colegiosanviator.es,cc.sanviator.madrid@educa.madrid.org,info@colegiosanviator.es,439126.0,4470697.0,ALTA,1966-06-16,-3.717184070492152,40.3846420466032
28009458,SAN VICENTE,72,CPR INF-PRI-SEC,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,"COLEGIO SAN VICENTE COLONIA DEL TAXISTA, S.L.",****0890*,,5,Madrid-Capital,CALLE,del Butrón,33,28022.0,79,Madrid,20.0,San Blas-Canillejas,913067074,630342351,,,913067074,http://www.COLEGIOCONCERTADOSANVICENTE.ES,cc.sanvicente.madrid@educa.madrid.org,,448476.0,4475310.0,ALTA,1977-01-26,-3.607407355493066,40.42682969505425
28009495,SANTA ELIZABETH,15,CPR INF-PRI,CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA,PRIVADO CONCERTADO,"COLEGIO SANTA ELISABETH, S.L.",****9091*,***8464**,5,Madrid-Capital,CALLE,de Viera y Clavijo,14,28007.0,79,Madrid,3.0,Retiro,915512615,,,,915512615,,cc.santaelizabeth.madrid@educa.madrid.org,cc.santaelizabeth.madrid@educa.madrid.org,442893.0,4473278.0,ALTA,1968-04-29,-3.6730378241417885,40.40815985961598
28009525,SANTA GEMA GALGANI,72,CPR INF-PRI-SEC,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,"SANTA GEMA SERVICIOS EDUCATIVOS, S. L.",****2407*,****0533*,5,Madrid-Capital,CALLE,de Escalona,59,28024.0,79,Madrid,10.0,Latina,917115093,,,,917117216,http://www.colegio-santagema.es,cc.santagemagalgani.madrid@educa.madrid.org,info@colegio-santagema.es,435418.0,4472104.0,ALTA,1970-06-12,-3.761008810981455,40.39703769121384
28009549,REAL COLEGIO SANTA ISABEL-LA ASUNCION,72,CPR INF-PRI-SEC,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,RELIGIOSAS DE LA ASUNCION,****0773*,,5,Madrid-Capital,CALLE,de Santa Isabel,46,28012.0,79,Madrid,1.0,Centro,915273183,915273181,,,915289845,http://www.educa.madrid.org/cc.rcsantaisabel.madrid,cc.rcsantaisabel.madrid@educa.madrid.org,dgsi@planalfa.es,440895.0,4473456.0,ALTA,1970-02-07,-3.696600278458385,40.409623913587694
28009586,SANTA MARIA,72,CPR INF-PRI-SEC,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,FUNDACION EDUCACION MARIANISTA DOMINGO LAZARO,****0300*,****0950*,5,Madrid-Capital,CALLE,de Tolosa,6,28041.0,79,Madrid,12.0,Usera,913415193,,,,,http://www.santamariamadrid.es,cc.santamaria.madrid@educa.madrid.org,info@santamariamadrid.es,439140.0,4469394.0,ALTA,1966-08-02,-3.716894710215606,40.37290498774504
28009604,SANTA MARIA DE LOS APOSTOLES,73,CPR PRI-SEC,CENTRO PRIVADO DE EDUCACIÓN PRIMARIA Y SECUNDARIA,PRIVADO CONCERTADO,MISIONERAS CRUZADAS DE LA IGLESIA,****0025*,,5,Madrid-Capital,PLAZA,de la Grosella,4,28044.0,79,Madrid,11.0,Carabanchel,914627411,,,,,www.colegiosma.com,cc.apostoles.madrid@educa.madrid.org,colegiosmamadrid@gmail.com,436349.0,4469614.0,ALTA,1966-02-05,-3.749790392488156,40.3746783843695
